Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-04-22,301.0,309.5,300.5,308.0,294.3880615234375,2514,0.0,0.0
2025-04-23,310.0,316.5,309.0,316.5,302.51239013671875,2357,0.0,0.0
2025-04-24,303.0,305.0,288.0,289.0,276.2277526855469,36297,0.0,0.0
2025-04-25,294.0,296.0,290.0,292.0,279.09515380859375,20487,0.0,0.0
2025-04-28,295.0,295.0,288.0,289.0,276.2277526855469,6391,0.0,0.0
2025-04-29,290.5,291.0,285.5,286.5,273.8382263183594,6268,0.0,0.0
2025-04-30,285.5,294.0,285.0,292.0,279.09515380859375,19320,0.0,0.0
2025-05-02,293.0,295.0,291.5,293.0,280.05096435546875,6984,0.0,0.0
2025-05-05,292.0,295.0,290.0,292.0,279.09515380859375,6348,0.0,0.0
2025-05-06,293.0,294.0,287.0,290.0,277.1835632324219,3660,0.0,0.0
2025-05-07,290.0,292.0,288.0,290.0,277.1835632324219,3446,0.0,0.0
2025-05-08,291.0,292.0,288.0,288.0,275.2719421386719,3137,0.0,0.0
2025-05-09,291.0,294.0,287.0,294.0,281.00677490234375,23291,0.0,0.0
2025-05-12,295.0,301.0,294.5,296.5,283.39630126953125,6299,0.0,0.0
2025-05-13,297.0,297.5,295.0,297.5,284.3520812988281,5635,0.0,0.0
2025-05-14,298.0,298.5,290.0,293.5,280.52886962890625,5523,0.0,0.0
2025-05-15,295.0,295.0,288.0,291.5,278.61724853515625,3206,0.0,0.0
2025-05-16,293.0,302.0,293.0,302.0,288.6532287597656,5749,0.0,0.0
2025-05-19,302.0,303.5,298.0,301.0,287.6974182128906,3225,0.0,0.0
2025-05-20,303.0,303.0,297.5,297.5,284.3520812988281,1926,0.0,0.0
2025-05-21,299.5,299.5,294.5,298.0,284.8299865722656,1371,0.0,0.0
2025-05-22,288.0,288.0,266.0,273.5,261.41278076171875,43941,0.0,0.0
2025-05-23,274.0,280.0,272.5,274.0,261.8906555175781,12274,0.0,0.0
2025-05-26,274.0,282.0,272.5,278.5,266.1918029785156,12707,0.0,0.0
2025-05-27,280.0,280.0,268.0,269.0,257.11163330078125,21937,0.0,0.0
2025-05-28,270.0,272.0,267.0,269.5,257.58953857421875,6396,0.0,0.0
2025-05-29,270.0,270.0,266.5,269.0,257.11163330078125,7474,0.0,0.0
2025-05-30,269.5,270.0,266.0,270.0,258.06744384765625,4515,0.0,0.0
2025-06-02,269.0,270.0,267.0,269.5,257.58953857421875,8326,0.0,0.0
2025-06-03,270.0,270.0,267.0,268.0,256.15582275390625,4452,0.0,0.0
2025-06-04,270.0,270.0,264.0,267.0,255.2000274658203,7778,0.0,0.0
2025-06-05,268.0,272.5,264.5,267.0,255.2000274658203,14475,0.0,0.0
2025-06-06,268.0,270.0,256.0,260.0,248.5093994140625,22965,0.0,0.0
2025-06-09,262.0,273.0,262.0,272.0,259.97906494140625,25137,0.0,0.0
2025-06-10,272.0,278.0,268.5,269.0,257.11163330078125,6505,0.0,0.0
2025-06-11,277.0,277.0,272.5,276.0,263.8022766113281,3387,0.0,0.0
2025-06-12,276.5,278.0,268.0,268.0,256.15582275390625,4467,0.0,0.0
2025-06-13,271.5,273.0,264.0,267.0,255.2000274658203,4776,0.0,0.0
2025-06-16,267.0,273.0,266.0,269.5,257.58953857421875,6107,0.0,0.0
2025-06-17,273.5,273.5,267.5,269.0,257.11163330078125,3960,0.0,0.0
2025-06-18,272.0,272.0,267.5,268.5,256.63372802734375,3081,0.0,0.0
2025-06-20,268.5,275.0,267.5,267.5,255.6779327392578,4170,0.0,0.0
2025-06-23,268.0,271.0,266.0,266.5,254.7221221923828,2035,0.0,0.0
2025-06-24,267.0,274.0,266.5,274.0,261.8906555175781,3096,0.0,0.0
2025-06-25,274.0,275.0,271.5,275.0,262.8464660644531,1674,0.0,0.0
2025-06-26,275.0,281.0,273.0,280.5,268.1033935546875,4253,0.0,0.0
2025-06-27,281.5,289.5,281.5,287.0,274.3161315917969,5886,0.0,0.0
2025-06-30,287.5,288.0,280.0,280.0,267.62548828125,3685,0.0,0.0
2025-07-01,280.0,288.0,280.0,286.0,273.3603210449219,6128,0.0,0.0
2025-07-02,289.5,294.5,288.0,291.0,278.1393737792969,11136,0.0,0.0
2025-07-03,294.5,300.5,290.0,293.0,280.05096435546875,10374,0.0,0.0
2025-07-04,295.0,300.0,294.0,300.0,286.7416076660156,6510,0.0,0.0
2025-07-07,299.0,299.5,295.0,295.0,281.96258544921875,4184,0.0,0.0
2025-07-08,297.0,303.5,292.0,300.0,286.7416076660156,7287,0.0,0.0
2025-07-09,300.5,302.5,296.5,299.0,285.7857971191406,9976,0.0,0.0
2025-07-10,301.0,306.0,298.5,298.5,285.3078918457031,6094,0.0,0.0
2025-07-11,300.0,301.5,298.0,298.0,284.8299865722656,7291,0.0,0.0
2025-07-14,299.0,300.0,292.5,296.5,283.39630126953125,5839,0.0,0.0
2025-07-15,298.5,300.0,293.0,293.0,280.05096435546875,4594,0.0,0.0
2025-07-16,299.0,307.5,299.0,307.0,293.4322509765625,21037,0.0,0.0
2025-07-17,311.0,318.0,306.0,307.0,293.4322509765625,11528,0.0,0.0
2025-07-18,312.0,314.0,299.0,301.0,287.6974182128906,16280,0.0,0.0
2025-07-21,303.0,310.0,297.5,300.0,286.7416076660156,15033,0.0,0.0
2025-07-22,300.0,303.0,299.0,299.5,286.2637023925781,6238,0.0,0.0
2025-07-23,299.5,301.0,298.5,299.5,286.2637023925781,7203,0.0,0.0
2025-07-24,299.5,299.5,294.0,294.0,281.00677490234375,8456,0.0,0.0
2025-07-25,294.0,297.0,291.0,292.5,279.57305908203125,12363,0.0,0.0
2025-07-28,296.5,299.0,293.5,298.0,284.8299865722656,12839,0.0,0.0
2025-07-29,285.5,293.0,285.0,287.0,287.0,9417,13.17,0.0
2025-07-30,287.0,295.5,283.5,287.0,287.0,7312,0.0,0.0
2025-07-31,287.0,288.0,281.5,282.0,282.0,7488,0.0,0.0
2025-08-01,285.0,285.0,278.0,279.0,279.0,6097,0.0,0.0
2025-08-04,279.0,285.5,278.5,285.0,285.0,14007,0.0,0.0
2025-08-05,286.5,287.0,279.0,280.0,280.0,2514,0.0,0.0
2025-08-06,282.5,284.5,280.5,284.0,284.0,6843,0.0,0.0
2025-08-07,284.0,286.0,281.0,281.5,281.5,3397,0.0,0.0
2025-08-08,285.0,286.5,279.0,282.0,282.0,3100,0.0,0.0
2025-08-11,281.0,289.0,281.0,283.5,283.5,9929,0.0,0.0
2025-08-12,283.5,286.0,282.0,282.0,282.0,2729,0.0,0.0
2025-08-13,285.5,293.0,283.5,285.5,285.5,4681,0.0,0.0
2025-08-14,290.0,292.5,285.0,287.0,287.0,2793,0.0,0.0
2025-08-18,291.0,292.0,286.0,289.0,289.0,2364,0.0,0.0
2025-08-19,290.0,294.0,289.0,290.0,290.0,12706,0.0,0.0
2025-08-20,291.5,294.5,289.0,291.0,291.0,2666,0.0,0.0
2025-08-21,294.0,303.0,289.0,301.5,301.5,36082,0.0,0.0
2025-08-22,301.0,302.0,287.5,296.0,296.0,9142,0.0,0.0
2025-08-25,296.0,297.5,295.0,296.0,296.0,2515,0.0,0.0
2025-08-26,295.5,298.0,295.0,295.5,295.5,2599,0.0,0.0
2025-08-27,295.5,298.0,289.0,290.0,290.0,7177,0.0,0.0
2025-08-28,295.5,296.0,290.0,290.0,290.0,1607,0.0,0.0
2025-08-29,292.5,293.0,286.0,287.5,287.5,3207,0.0,0.0
2025-09-01,290.0,294.5,290.0,294.5,294.5,1888,0.0,0.0
2025-09-02,294.5,296.0,292.0,292.5,292.5,2124,0.0,0.0
2025-09-03,295.0,296.0,291.0,293.5,293.5,2292,0.0,0.0
2025-09-04,295.0,296.5,293.0,293.0,293.0,1787,0.0,0.0
2025-09-05,295.0,301.5,293.5,299.5,299.5,5775,0.0,0.0
2025-09-08,300.0,300.0,286.5,297.0,297.0,5449,0.0,0.0
2025-09-09,297.0,297.0,293.0,296.0,296.0,1150,0.0,0.0
2025-09-10,294.0,295.5,286.0,291.0,291.0,5663,0.0,0.0
2025-09-11,290.5,294.0,289.5,294.0,294.0,1695,0.0,0.0
2025-09-12,291.0,294.0,289.5,291.5,291.5,2166,0.0,0.0
2025-09-15,292.0,295.0,290.0,290.5,290.5,1906,0.0,0.0
2025-09-16,293.0,296.0,288.0,289.0,289.0,2242,0.0,0.0
2025-09-17,289.5,293.5,287.0,292.5,292.5,2452,0.0,0.0
