Date,Open,High,Low,Close
2025-06-02,19.81,20.45,18.36,18.36
2025-06-03,18.83,19.21,17.64,17.69
2025-06-04,17.68,18.02,17.41,17.61
2025-06-05,17.68,18.8,17.08,18.48
2025-06-06,18.16,18.35,16.65,16.77
2025-06-09,17.69,17.72,16.82,17.16
2025-06-10,17.5,17.99,16.68,16.95
2025-06-11,17.04,18.09,16.23,17.26
2025-06-12,17.87,18.87,17.43,18.02
2025-06-13,21.76,22.0,18.88,20.82
2025-06-16,19.78,20.22,18.67,19.11
2025-06-17,20.53,21.79,19.55,21.6
2025-06-18,20.9,21.58,19.59,20.14
2025-06-20,20.74,21.07,19.11,20.62
2025-06-23,21.15,22.42,19.82,19.83
2025-06-24,18.19,18.72,17.33,17.48
2025-06-25,17.28,17.51,16.69,16.76
2025-06-26,16.67,16.78,16.11,16.59
2025-06-27,16.31,17.29,16.12,16.32
2025-06-30,17.19,17.43,16.56,16.73
2025-07-01,16.98,17.48,16.51,16.83
2025-07-02,16.75,17.37,16.54,16.64
2025-07-03,16.65,16.83,16.14,16.38
2025-07-07,17.83,18.5,17.51,17.79
2025-07-08,17.41,17.44,16.54,16.81
2025-07-09,16.76,16.76,15.76,15.94
2025-07-10,16.23,16.24,15.7,15.78
2025-07-11,16.41,17.24,15.98,16.4
2025-07-14,17.73,17.85,16.91,17.2
2025-07-15,16.89,17.39,16.56,17.38
2025-07-16,17.66,19.48,16.69,17.16
2025-07-17,17.16,17.37,16.48,16.52
2025-07-18,16.43,16.81,16.28,16.41
2025-07-21,16.87,16.99,16.3,16.65
2025-07-22,16.75,17.48,16.43,16.5
2025-07-23,16.23,16.32,15.33,15.37
2025-07-24,15.39,15.54,14.95,15.39
2025-07-25,15.33,15.39,14.92,14.93
2025-07-28,15.15,15.54,15.0,15.03
2025-07-29,14.95,16.12,14.7,15.98
2025-07-30,15.87,17.24,15.44,15.48
2025-07-31,14.99,17.17,14.74,16.72
2025-08-01,17.4,21.9,17.39,20.38
2025-08-04,19.56,19.58,17.48,17.52
2025-08-05,17.21,18.94,17.11,17.85
2025-08-06,17.22,17.87,16.56,16.77
2025-08-07,16.41,17.64,15.98,16.57
2025-08-08,16.48,16.52,15.15,15.15
2025-08-11,15.81,16.33,15.52,16.25
2025-08-12,16.09,16.56,14.66,14.73
2025-08-13,14.62,14.81,14.3,14.49
2025-08-14,14.66,15.39,14.57,14.83
2025-08-15,14.43,15.18,14.4,15.09
2025-08-18,15.73,15.95,14.95,14.99
2025-08-19,15.23,15.91,14.76,15.57
2025-08-20,15.95,17.19,15.59,15.69
2025-08-21,15.72,17.24,15.65,16.6
2025-08-22,16.81,16.83,14.21,14.22
2025-08-25,15.05,15.19,14.24,14.79
2025-08-26,15.75,15.75,14.62,14.62
2025-08-27,14.66,15.23,14.66,14.85
2025-08-28,14.42,14.69,14.12,14.43
