Date,Open,High,Low,Close
2026-01-19,9220.81,9220.81,9119.39,9134.45
2026-01-20,9119.42,9150.34,9045.86,9094.76
2026-01-21,9067.54,9161.26,9061.39,9122.95
2026-01-22,9122.95,9180.92,9075.13,9114.3
2026-01-23,9114.3,9210.0,9114.3,9160.81
2026-01-26,9160.81,9202.2,9097.01,9147.21
2026-01-27,9147.21,9271.43,9147.21,9244.88
2026-01-28,9244.88,9512.24,9244.88,9512.24
2026-01-29,9512.24,9585.82,9432.43,9552.58
2026-01-30,9552.58,9552.58,9313.45,9317.09
2026-02-02,9317.09,9317.09,8990.4,9080.19
2026-02-03,9080.19,9178.39,8919.66,9053.11
2026-02-04,9053.11,9118.15,8957.24,9048.38
2026-02-05,8978.46,9108.27,8915.17,9093.34
2026-02-06,9093.34,9093.34,8918.12,9031.38
2026-02-09,9031.38,9206.5,9031.38,9168.33
2026-02-10,9168.33,9311.38,9168.33,9242.75
2026-02-11,9242.75,9292.76,9220.85,9268.18
2026-02-12,9268.18,9268.18,9146.51,9175.18
2026-03-11,8710.26,8783.78,8677.03,8704.52
2026-03-12,8704.52,8745.38,8622.41,8699.55
2026-03-13,8699.55,8730.07,8640.48,8671.48
2026-03-16,8671.48,8820.49,8621.84,8816.32
2026-03-17,8816.32,8959.86,8813.84,8826.73
2026-03-18,8826.73,8868.89,8763.6,8835.5
2026-03-19,8835.5,8835.5,8672.54,8695.88
2026-03-20,8695.88,8698.49,8529.49,8574.07
2026-03-23,8574.07,8574.07,8242.67,8307.82
2026-03-24,8307.82,8508.78,8307.82,8499.53
2026-03-25,8499.53,8610.39,8459.53,8582.74
2026-03-26,8582.74,8582.74,8365.67,8389.93
2026-03-27,8389.93,8509.7,8353.73,8453.77
2026-03-30,8453.77,8453.77,8286.24,8399.12
2026-03-31,8399.12,8469.78,8310.39,8374.3
2026-04-01,8374.3,8565.27,8374.3,8504.81
2026-04-02,8504.81,8504.81,8380.57,8456.92
2026-04-08,8456.92,8691.97,8456.92,8677.31
2026-04-09,8677.31,8677.31,8592.53,8611.83
2026-04-10,8611.83,8724.91,8611.83,8655.04
2026-04-13,8655.04,8655.04,8553.73,8602.06
2026-04-14,8602.06,8707.1,8592.45,8671.61
2026-04-15,8671.61,8794.47,8671.61,8718.26
2026-04-16,8718.26,8907.07,8718.26,8905.11
2026-04-17,8905.11,8905.11,8780.28,8845.02
2026-04-20,8845.02,8923.95,8803.96,8899.06
2026-04-21,8899.06,8958.47,8887.48,8943.54
2026-04-22,8943.54,8943.54,8782.03,8801.78
2026-04-23,8801.78,8801.78,8703.32,8732.63
2026-04-24,8732.63,8789.85,8646.43,8775.62
2026-04-27,8775.62,8828.11,8734.23,8756.32
2026-04-28,8756.32,8756.32,8624.94,8644.81
2026-04-29,8644.81,8814.73,8644.81,8805.6
2026-04-30,8805.6,8805.6,8668.4,8681.83
2026-05-04,8681.83,8867.75,8681.83,8774.39
2026-05-05,8774.39,8774.39,8633.29,8730.49
2026-05-06,8730.49,8810.95,8706.6,8800.75
2026-05-07,8800.75,8945.56,8800.75,8919.48
2026-05-08,8919.48,8919.48,8840.78,8889.07
2026-05-11,8889.07,8898.57,8816.86,8884.2
2026-05-12,8884.2,8957.8,8872.53,8882.37
2026-05-13,8882.37,8907.69,8815.19,8876.38
2026-05-14,8876.38,9070.0,8853.37,8858.63
2026-05-15,8858.63,8858.63,8646.42,8691.03
2026-05-18,8691.03,8691.03,8539.8,8597.97
2026-05-19,8597.97,8661.45,8583.77,8639.96
2026-05-20,8639.96,8639.96,8569.57,8605.13
2026-05-21,8605.13,8657.18,8463.25,8475.32
2026-05-22,8475.32,8595.59,8475.32,8550.87
2026-05-26,8550.87,8636.24,8499.39,8576.89
2026-05-27,8576.89,8593.86,8437.92,8463.02
2026-05-28,8463.02,8463.02,8269.73,8364.41
2026-05-29,8364.41,8483.91,8364.41,8425.82
2026-06-01,8425.82,8554.19,8419.89,8507.87
