Date,Open,High,Low,Close
2025-05-27,4.24391,4.25795,4.23878,4.24821
2025-05-28,4.24719,4.2535,4.23544,4.24047
2025-05-29,4.24078,4.24517,4.23356,4.24103
2025-05-30,4.24012,4.25417,4.24012,4.24938
2025-06-02,4.2694,4.27615,4.24626,4.25309
2025-06-03,4.25119,4.28134,4.25119,4.27286
2025-06-04,4.27056,4.29058,4.26942,4.27658
2025-06-05,4.27632,4.28706,4.27402,4.28257
2025-06-06,4.2825,4.29152,4.27982,4.29038
2025-06-09,4.2865,4.29159,4.26565,4.26933
2025-06-10,4.26941,4.27361,4.25194,4.25954
2025-06-11,4.25984,4.26772,4.24449,4.25153
2025-06-12,4.25163,4.27362,4.25048,4.26678
2025-06-13,4.26666,4.28026,4.26133,4.27319
2025-06-16,4.2696,4.27413,4.26,4.27129
2025-06-17,4.27129,4.28122,4.26997,4.27527
2025-06-18,4.27465,4.27908,4.26869,4.27505
2025-06-19,4.27515,4.27999,4.27296,4.27552
2025-06-20,4.27506,4.27836,4.25937,4.26748
2025-06-23,4.27371,4.28093,4.26531,4.27396
2025-06-24,4.27388,4.27549,4.24953,4.25268
2025-06-25,4.25215,4.25576,4.24669,4.24935
2025-06-26,4.25027,4.25286,4.23941,4.24286
2025-06-27,4.24263,4.24485,4.23503,4.24129
2025-06-30,4.2412,4.2473,4.23622,4.24394
2025-07-01,4.2445,4.25612,4.23768,4.25084
2025-07-02,4.24967,4.26986,4.2449,4.26287
2025-07-03,4.26223,4.26808,4.2365,4.24175
2025-07-04,4.24156,4.25257,4.23967,4.24345
2025-07-07,4.24264,4.25411,4.24096,4.25025
2025-07-08,4.25038,4.25184,4.2414,4.24469
2025-07-09,4.24491,4.24794,4.23837,4.24431
2025-07-10,4.24452,4.25548,4.24244,4.2524
2025-07-11,4.25225,4.27049,4.24904,4.26409
2025-07-14,4.26674,4.27508,4.2533,4.25711
2025-07-15,4.25568,4.26558,4.25057,4.26223
2025-07-16,4.26223,4.2646,4.2492,4.2548
2025-07-17,4.25509,4.26046,4.25185,4.2576
2025-07-18,4.25767,4.25926,4.24264,4.24503
2025-07-21,4.24844,4.24908,4.23878,4.24463
2025-07-22,4.24438,4.25742,4.24352,4.25248
2025-07-23,4.25236,4.2569,4.24962,4.25018
2025-07-24,4.25024,4.2604,4.24856,4.25764
2025-07-25,4.25666,4.25752,4.24667,4.24942
2025-07-28,4.24771,4.26718,4.24651,4.26327
2025-07-29,4.26091,4.28628,4.2593,4.27951
2025-07-30,4.27899,4.28017,4.26692,4.27248
2025-07-31,4.27248,4.27822,4.26401,4.27663
2025-08-01,4.27667,4.28612,4.26547,4.27233
2025-08-04,4.27026,4.27988,4.26745,4.27454
2025-08-05,4.27434,4.28671,4.27222,4.28065
2025-08-06,4.28071,4.28518,4.27165,4.273
2025-08-07,4.273,4.27641,4.25121,4.25612
2025-08-08,4.25708,4.25708,4.24345,4.24614
2025-08-11,4.24506,4.26022,4.2433,4.2556
2025-08-12,4.25486,4.26345,4.25318,4.2552
2025-08-13,4.25556,4.26048,4.24849,4.25326
2025-08-14,4.25403,4.26531,4.25168,4.2613
2025-08-15,4.26029,4.26438,4.25497,4.25864
2025-08-18,4.25795,4.26203,4.24561,4.25042
2025-08-19,4.25041,4.25223,4.23921,4.24458
2025-08-20,4.24449,4.25414,4.24449,4.24827
2025-08-21,4.24867,4.25846,4.24678,4.25564
2025-08-22,4.25483,4.2682,4.25176,4.26107
2025-08-25,4.26182,4.26691,4.25712,4.26086
2025-08-26,4.25984,4.26866,4.2561,4.25833
2025-08-27,4.25838,4.27613,4.25734,4.26658
2025-08-28,4.26665,4.27162,4.26074,4.26334
2025-08-29,4.26263,4.26943,4.26117,4.26304
2025-09-01,4.26415,4.26441,4.25314,4.26304
2025-09-02,4.26304,4.26836,4.25685,4.26152
2025-09-03,4.26208,4.26518,4.25025,4.25304
2025-09-04,4.25284,4.25919,4.24696,4.24998
2025-09-05,4.25131,4.25488,4.24551,4.24993
2025-09-08,4.25314,4.25494,4.24535,4.24723
2025-09-09,4.25007,4.25702,4.24705,4.2479
2025-09-10,4.24812,4.26807,4.24782,4.26158
2025-09-11,4.26184,4.26842,4.25316,4.2549
2025-09-12,4.25509,4.26076,4.25049,4.25466
2025-09-15,4.2549,4.25682,4.24406,4.2489
2025-09-16,4.24826,4.25516,4.24639,4.25041
2025-09-17,4.25214,4.25653,4.24835,4.25295
2025-09-18,4.2532,4.2649,4.25241,4.26038
2025-09-19,4.26044,4.26877,4.25985,4.26243
2025-09-22,4.26629,4.26712,4.25379,4.25657
2025-09-23,4.2581,4.26075,4.25417,4.25836
2025-09-24,4.2589,4.27083,4.25821,4.26824
2025-09-25,4.26824,4.27547,4.25872,4.2715
2025-09-26,4.27227,4.27408,4.26414,4.26751
2025-09-29,4.26872,4.27239,4.26381,4.26916
2025-09-30,4.26921,4.27373,4.26167,4.26589
2025-10-01,4.2656,4.26845,4.2546,4.26053
2025-10-02,4.26075,4.26462,4.25397,4.25854
2025-10-03,4.25843,4.25971,4.25219,4.25285
2025-10-06,4.25367,4.25665,4.2501,4.25414
2025-10-07,4.25527,4.26018,4.25118,4.25337
2025-10-08,4.2531,4.2595,4.2494,4.25412
2025-10-09,4.25441,4.25962,4.25192,4.25693
2025-10-10,4.2556,4.26917,4.25392,4.26447
2025-10-13,4.26344,4.267,4.25629,4.25951
2025-10-14,4.2594,4.26804,4.2593,4.26235
2025-10-15,4.26233,4.26252,4.24935,4.25366
2025-10-16,4.2546,4.256,4.24554,4.24789
2025-10-17,4.24823,4.26021,4.23989,4.24093
2025-10-20,4.24722,4.24877,4.23379,4.23648
2025-10-21,4.23738,4.24444,4.23415,4.24084
2025-10-22,4.2408,4.24599,4.22288,4.233
2025-10-23,4.233,4.23657,4.22647,4.23025
2025-10-24,4.2306,4.24682,4.22562,4.2434
2025-10-27,4.24101,4.24726,4.23168,4.23446
2025-10-28,4.23453,4.24102,4.22924,4.23185
2025-10-29,4.23185,4.24579,4.23073,4.24227
2025-10-30,4.24227,4.24701,4.24059,4.24533
2025-10-31,4.24538,4.25973,4.24302,4.25523
2025-11-03,4.25574,4.2583,4.25091,4.25461
2025-11-04,4.25458,4.26212,4.25348,4.26077
2025-11-05,4.26073,4.2621,4.25043,4.25486
2025-11-06,4.25485,4.25763,4.24881,4.24976
2025-11-07,4.24961,4.25083,4.23947,4.2395
2025-11-10,4.24109,4.24177,4.23222,4.23502
2025-11-11,4.23658,4.2369,4.22681,4.23102
2025-11-12,4.22998,4.23761,4.22729,4.23367
2025-11-13,4.23368,4.23493,4.2261,4.23176
2025-11-14,4.23149,4.23598,4.22236,4.22551
2025-11-17,4.22592,4.23507,4.22031,4.23453
2025-11-18,4.23489,4.24623,4.23012,4.23836
2025-11-19,4.2395,4.24532,4.22293,4.22879
2025-11-20,4.22839,4.23789,4.22577,4.23511
2025-11-21,4.23569,4.2533,4.23424,4.23845
2025-11-24,4.23809,4.23918,4.22984,4.23536
2025-11-25,4.23557,4.23742,4.21829,4.22413
2025-11-26,4.2243,4.23648,4.22017,4.2327
2025-11-27,4.23263,4.23507,4.22361,4.22901
2025-11-28,4.23016,4.24024,4.22831,4.23596
2025-12-01,4.23549,4.23866,4.22593,4.22936
2025-12-02,4.22941,4.24488,4.22897,4.23288
2025-12-03,4.23297,4.23397,4.22269,4.22613
2025-12-04,4.22619,4.23531,4.22503,4.23314
2025-12-05,4.23311,4.23447,4.22686,4.23062
2025-12-08,4.22941,4.24215,4.22731,4.23736
2025-12-09,4.23742,4.23927,4.22645,4.227
2025-12-10,4.22693,4.22905,4.22287,4.22445
2025-12-11,4.22454,4.23098,4.22297,4.2258
2025-12-12,4.22622,4.22955,4.22182,4.22404
2025-12-15,4.22314,4.22456,4.21549,4.2186
2025-12-16,4.2186,4.22771,4.21132,4.21287
