Date,Open,High,Low,Close
2025-05-27,0.934298,0.939071,0.933639,0.937806
2025-05-28,0.937799,0.938184,0.933416,0.934145
2025-05-29,0.9341,0.937275,0.933555,0.935299
2025-05-30,0.934958,0.935802,0.932101,0.934316
2025-06-02,0.93401,0.935468,0.932712,0.934762
2025-06-03,0.93477,0.938214,0.933373,0.936927
2025-06-04,0.937027,0.938037,0.933857,0.934492
2025-06-05,0.934207,0.9399,0.934161,0.937919
2025-06-06,0.937913,0.939663,0.936402,0.936624
2025-06-09,0.936277,0.939408,0.936147,0.938514
2025-06-10,0.938543,0.940627,0.936381,0.939905
2025-06-11,0.940027,0.942976,0.938832,0.942278
2025-06-12,0.942283,0.942794,0.938101,0.939207
2025-06-13,0.939195,0.939229,0.930789,0.936621
2025-06-16,0.935496,0.941953,0.935496,0.940965
2025-06-17,0.940965,0.941876,0.936055,0.937475
2025-06-18,0.937452,0.942316,0.937299,0.939603
2025-06-19,0.93976,0.941909,0.936163,0.938895
2025-06-20,0.938594,0.942514,0.938259,0.942129
2025-06-23,0.938109,0.941534,0.937595,0.940654
2025-06-24,0.940674,0.942844,0.934023,0.934884
2025-06-25,0.934849,0.938728,0.93335,0.938076
2025-06-26,0.938134,0.940153,0.935239,0.935935
2025-06-27,0.936099,0.938121,0.934209,0.936286
2025-06-30,0.937018,0.937363,0.933553,0.934466
2025-07-01,0.93453,0.934807,0.930671,0.933794
2025-07-02,0.933709,0.934928,0.931493,0.933968
2025-07-03,0.933779,0.93649,0.932281,0.935192
2025-07-04,0.935062,0.936282,0.933552,0.936215
2025-07-07,0.93576,0.935925,0.933564,0.934757
2025-07-08,0.934738,0.936719,0.932542,0.933195
2025-07-09,0.933038,0.934133,0.929949,0.930725
2025-07-10,0.930666,0.932838,0.930187,0.932722
2025-07-11,0.932609,0.932697,0.930259,0.931487
2025-07-14,0.930187,0.93214,0.92969,0.930721
2025-07-15,0.93073,0.9312,0.929182,0.930043
2025-07-16,0.930043,0.933472,0.9298,0.931833
2025-07-17,0.931732,0.933609,0.931518,0.933115
2025-07-18,0.933142,0.934066,0.931125,0.931652
2025-07-21,0.931619,0.933515,0.931276,0.933262
2025-07-22,0.933277,0.933862,0.930744,0.931109
2025-07-23,0.93113,0.934362,0.929365,0.932745
2025-07-24,0.932855,0.936321,0.932344,0.934267
2025-07-25,0.934416,0.93544,0.932836,0.933629
2025-07-28,0.935714,0.935714,0.930411,0.930914
2025-07-29,0.93097,0.932457,0.929536,0.930587
2025-07-30,0.930384,0.931343,0.928174,0.929816
2025-07-31,0.929804,0.930723,0.926776,0.927429
2025-08-01,0.927388,0.932473,0.927271,0.931444
2025-08-04,0.931961,0.935953,0.931143,0.934508
2025-08-05,0.934601,0.936061,0.933078,0.934641
2025-08-06,0.934525,0.940714,0.934156,0.940161
2025-08-07,0.940138,0.942872,0.939005,0.940453
2025-08-08,0.940528,0.942034,0.939921,0.940998
2025-08-11,0.940563,0.944061,0.940505,0.943293
2025-08-12,0.943445,0.944021,0.940128,0.941435
2025-08-13,0.941491,0.943087,0.940511,0.942297
2025-08-14,0.942403,0.943195,0.940391,0.941029
2025-08-15,0.941001,0.944114,0.940499,0.943787
2025-08-18,0.944586,0.944621,0.94104,0.941746
2025-08-19,0.941702,0.942205,0.940157,0.94057
2025-08-20,0.940633,0.941374,0.936415,0.936722
2025-08-21,0.936699,0.939511,0.936642,0.938554
2025-08-22,0.938495,0.940177,0.937132,0.939128
2025-08-25,0.939735,0.940511,0.936004,0.936209
2025-08-26,0.936215,0.938703,0.935073,0.935921
2025-08-27,0.935677,0.93596,0.931858,0.933587
2025-08-28,0.933562,0.936731,0.932308,0.936014
2025-08-29,0.93587,0.936897,0.934128,0.936067
2025-09-01,0.935306,0.938394,0.935306,0.937572
2025-09-02,0.937572,0.938161,0.93543,0.93666
2025-09-03,0.936457,0.938295,0.936226,0.938295
2025-09-04,0.937743,0.939392,0.936984,0.93851
2025-09-05,0.938493,0.939532,0.935243,0.935444
2025-09-08,0.934688,0.93626,0.931923,0.933193
2025-09-09,0.933162,0.934218,0.931461,0.93354
2025-09-10,0.9335,0.935444,0.932574,0.934815
2025-09-11,0.934835,0.935456,0.933226,0.934239
2025-09-12,0.934247,0.935018,0.933683,0.934491
2025-09-15,0.93435,0.935634,0.933961,0.934836
2025-09-16,0.934895,0.935039,0.932299,0.932811
2025-09-17,0.932969,0.933508,0.931132,0.932173
