Date,Open,High,Low,Close
2025-05-27,0.839459,0.839863,0.837306,0.83873
2025-05-28,0.838717,0.840199,0.838043,0.838541
2025-05-29,0.838541,0.843155,0.835528,0.842569
2025-05-30,0.842732,0.843703,0.840303,0.842903
2025-06-02,0.843647,0.845008,0.84238,0.844761
2025-06-03,0.844648,0.845026,0.840988,0.8416
2025-06-04,0.841544,0.84312,0.840732,0.842441
2025-06-05,0.842385,0.844789,0.841088,0.843095
2025-06-06,0.843051,0.844239,0.841719,0.842181
2025-06-09,0.842045,0.84342,0.841455,0.842893
2025-06-10,0.842933,0.846862,0.841797,0.846173
2025-06-11,0.84621,0.848892,0.84621,0.847901
2025-06-12,0.847904,0.85461,0.847727,0.85103
2025-06-13,0.851055,0.853116,0.849347,0.851117
2025-06-16,0.851215,0.853167,0.850972,0.851755
2025-06-17,0.851748,0.855632,0.851198,0.855297
2025-06-18,0.85537,0.856434,0.854148,0.855252
2025-06-19,0.855425,0.856016,0.853161,0.853813
2025-06-20,0.853722,0.856775,0.8526,0.856471
2025-06-23,0.855859,0.857508,0.854611,0.856252
2025-06-24,0.856153,0.856657,0.851994,0.852891
2025-06-25,0.852753,0.853842,0.851278,0.853281
2025-06-26,0.853268,0.853964,0.851593,0.852098
2025-06-27,0.852087,0.855282,0.850835,0.85408
2025-06-30,0.854908,0.858635,0.853997,0.858036
2025-07-01,0.858172,0.85973,0.855739,0.858698
2025-07-02,0.858618,0.867024,0.857762,0.863841
2025-07-03,0.863889,0.865446,0.860634,0.861228
2025-07-04,0.86125,0.863759,0.861015,0.862581
2025-07-07,0.862786,0.864356,0.859682,0.860647
2025-07-08,0.860624,0.864309,0.860624,0.862712
2025-07-09,0.862754,0.863167,0.860589,0.862675
2025-07-10,0.862682,0.863407,0.861017,0.862015
2025-07-11,0.861919,0.866617,0.86092,0.865953
2025-07-14,0.865028,0.869317,0.864972,0.868453
2025-07-15,0.868363,0.869643,0.866047,0.866712
2025-07-16,0.866731,0.869742,0.864773,0.867202
2025-07-17,0.867185,0.867968,0.863856,0.86441
2025-07-18,0.864412,0.867148,0.86434,0.866449
2025-07-21,0.867152,0.867378,0.86503,0.866725
2025-07-22,0.866673,0.869394,0.866411,0.868651
2025-07-23,0.868725,0.868725,0.864702,0.866639
2025-07-24,0.866676,0.871026,0.866617,0.869562
2025-07-25,0.869618,0.874355,0.869618,0.873931
2025-07-28,0.87509,0.875243,0.866554,0.867532
2025-07-29,0.867597,0.868536,0.864198,0.864752
2025-07-30,0.864935,0.865923,0.861188,0.862001
2025-07-31,0.862026,0.865918,0.861105,0.864739
2025-08-01,0.864767,0.872658,0.864386,0.872403
2025-08-04,0.872776,0.873017,0.868691,0.871028
2025-08-05,0.871087,0.871318,0.867958,0.8704
2025-08-06,0.87053,0.873193,0.869665,0.872743
2025-08-07,0.872725,0.874358,0.866382,0.867941
2025-08-08,0.867791,0.868217,0.86537,0.865607
2025-08-11,0.866382,0.867239,0.864201,0.864844
2025-08-12,0.864908,0.865464,0.861868,0.864808
2025-08-13,0.86487,0.865378,0.861841,0.862342
2025-08-14,0.862392,0.862503,0.859679,0.861132
2025-08-15,0.861156,0.863778,0.860579,0.863211
2025-08-18,0.863818,0.864004,0.861881,0.863469
2025-08-19,0.863375,0.864799,0.862999,0.863416
2025-08-20,0.86339,0.866753,0.860876,0.86595
2025-08-21,0.866031,0.86653,0.864534,0.865512
2025-08-22,0.865366,0.867149,0.86393,0.866967
2025-08-25,0.867064,0.867125,0.862793,0.86353
2025-08-26,0.863422,0.864945,0.862354,0.863862
